Wikidata Item owned,Item owned,Wikidata Owner,Owner name,owner Description,Owner Status,Proveana,GND
http://www.wikidata.org/entity/Q21711517,Portrait of a young Woman with a Rosary,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q20185359,Venus and Adonis,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q49403839,The Young Harpist,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q64520991,Adoration of the Shepherds,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q60469074,Portrait of a Man,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q19912900,A Knight of Alcántara or Calatrava,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q60473301,Virgin and Child with Angels,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q64537382,Saint Agatha,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q16167060,Self-Portrait,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q20175066,The Adoration of the Magi,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q64521003,"Saint Ives of Treguier, Patron of Lawyers, Defender of  Widows and Orphans",http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q20176441,The Card Players,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q20634701,Colored Clairvoyant,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q60472918,Sleeping Peasants near Fields (Parable of the Weeds),http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q20174897,Christ Instructing Peter and John to Prepare for the Passover,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q61448832,Still-Life with a Silver Ewer,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q20174943,Bishop Altobello Averoldo,http://www.wikidata.org/entity/Q33315010,Frederick Mont,"Austrian art dealer, owner of Frederick Mont Inc in NY and Galerie Sanct Lucas in Vienna (1894-1994)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q20182834,Still Life: Tea Set,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q19928391,Maid at the Window,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q111750514,Landscape with Smokestacks,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q121493673,"The Virgin Enthroned, with an angel and a kneeling donor right",http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q1897383,The Temptation of Saint Anthony,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q104767132,Portrait of a young man,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q125257201,Sensuality,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q17865722,Portrait of Isaac Massa,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q56810532,Landscape with Two Horsecarts,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q2780076,Bosbeek,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q28060320,"Venus, Bacchus and Ceres with the sleeping Amor",http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q108696628,Portrait of Johann Friedrich the Magnanimous as Electoral Prince,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q111130644,Collection of Friedrich Gutmann,http://www.wikidata.org/entity/Q5503811,Friedrich Gutmann,"Dutch Jewish art collector, murdered in the Holocaust (1886-1944)",Holocaust victim,,
http://www.wikidata.org/entity/Q1491864,Galerie Heinemann,http://www.wikidata.org/entity/Q536607,Friedrich Heinrich Zinckgraf,German art dealer and philatelist (1878-1954),ALIU Red Flag,act10002114,126412081
http://www.wikidata.org/entity/Q109333033,Galerie Welz,http://www.wikidata.org/entity/Q1462781,Friedrich Welz,"Austrian art dealer, publisher, Nazi party member (1903-1980)",ALIU Red Flag,act10001750,119224712
http://www.wikidata.org/entity/Q113997319,The black feather hat,http://www.wikidata.org/entity/Q1462781,Friedrich Welz,"Austrian art dealer, publisher, Nazi party member (1903-1980)",ALIU Red Flag,act10001750,119224712
http://www.wikidata.org/entity/Q107105392,Q107105392,http://www.wikidata.org/entity/Q1462781,Friedrich Welz,"Austrian art dealer, publisher, Nazi party member (1903-1980)",ALIU Red Flag,act10001750,119224712
http://www.wikidata.org/entity/Q28002620,Lady in White,http://www.wikidata.org/entity/Q1462781,Friedrich Welz,"Austrian art dealer, publisher, Nazi party member (1903-1980)",ALIU Red Flag,act10001750,119224712
http://www.wikidata.org/entity/Q92998828,The swamp (Le Marais),http://www.wikidata.org/entity/Q1462781,Friedrich Welz,"Austrian art dealer, publisher, Nazi party member (1903-1980)",ALIU Red Flag,act10001750,119224712
http://www.wikidata.org/entity/Q1555137,Portrait of Wally,http://www.wikidata.org/entity/Q1462781,Friedrich Welz,"Austrian art dealer, publisher, Nazi party member (1903-1980)",ALIU Red Flag,act10001750,119224712
http://www.wikidata.org/entity/Q124655368,Russian War Prisoner,http://www.wikidata.org/entity/Q87857,Fritz Grünbaum,"Austrian cabaret artist, art collector and Holocaust victim (1880–1941)","Holocaust victim, Jewish collectors and art dealers victim of Nazi persecution, Holocaust Aryanization or art restitution case link",,
http://www.wikidata.org/entity/Q124655368,Russian War Prisoner,http://www.wikidata.org/entity/Q87857,Fritz Grünbaum,"Austrian cabaret artist, art collector and Holocaust victim (1880–1941)",Holocaust victim,,
http://www.wikidata.org/entity/Q125151061,Girl with Black Hair,http://www.wikidata.org/entity/Q87857,Fritz Grünbaum,"Austrian cabaret artist, art collector and Holocaust victim (1880–1941)","Holocaust victim, Jewish collectors and art dealers victim of Nazi persecution, Holocaust Aryanization or art restitution case link",,
http://www.wikidata.org/entity/Q125151061,Girl with Black Hair,http://www.wikidata.org/entity/Q87857,Fritz Grünbaum,"Austrian cabaret artist, art collector and Holocaust victim (1880–1941)",Holocaust victim,,
http://www.wikidata.org/entity/Q115791357,Woman in a Black Pinafore,http://www.wikidata.org/entity/Q87857,Fritz Grünbaum,"Austrian cabaret artist, art collector and Holocaust victim (1880–1941)","Holocaust victim, Jewish collectors and art dealers victim of Nazi persecution, Holocaust Aryanization or art restitution case link",,
http://www.wikidata.org/entity/Q115791357,Woman in a Black Pinafore,http://www.wikidata.org/entity/Q87857,Fritz Grünbaum,"Austrian cabaret artist, art collector and Holocaust victim (1880–1941)",Holocaust victim,,
http://www.wikidata.org/entity/Q2445555,Dead City III,http://www.wikidata.org/entity/Q87857,Fritz Grünbaum,"Austrian cabaret artist, art collector and Holocaust victim (1880–1941)","Holocaust victim, Jewish collectors and art dealers victim of Nazi persecution, Holocaust Aryanization or art restitution case link",,
http://www.wikidata.org/entity/Q2445555,Dead City III,http://www.wikidata.org/entity/Q87857,Fritz Grünbaum,"Austrian cabaret artist, art collector and Holocaust victim (1880–1941)",Holocaust victim,,
http://www.wikidata.org/entity/Q60475169,Prater Landscape,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q60476309,Countess Széchenyi,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q49416890,Picnic on a Riverbank,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q19820374,Early Snow in Louveciennes,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q3227448,Le Suicidé,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q18517666,Source of a Mountain Stream,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q26220118,The Old Church Tower at Nuenen,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q22117179,"Boulevard Montmartre, Twilight",http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q1114220,Poppy Field near Vétheuil,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q3492138,Under the Bridge of Hampton Court,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q106730032,The Blacksmith,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q30073064,"Scafolding for a new building 1930,1",http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q64223645,The Sculptor Louis-Joseph Lebœuf,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q98399932,"Vase of Lilacs, Roses, and Tulips",http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q118477912,Lady with red blouse,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q43325394,A garden path in Rueil,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q113696881,Lake Thun and Stockhorn mountains,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q64223641,François Gauzi,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q64223626,Landscape,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q30076058,Landscape No. 2,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q64410177,Woman at Her Toilet,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q30073639,Lagune Bretonne,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q110805652,In bed,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q64223638,Albine Sermicoli in the Studio,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q60300562,Man with Guitar,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q78161758,Galerie Nathan,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q64223651,The Triumph of Bacchus,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q111797269,Still life with fruits,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q126689482,Palatinate landscape (Pfalzlandschaft),http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q28001578,The Mönchsberg in Salzburg with the Josef Tower,http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q49188778,Shipwrecked on a Beach (The Tempest),http://www.wikidata.org/entity/Q1418856,Fritz Nathan,"art dealer, adviser to Emil Bührle and Oskar Reinhart (1895-1972)",ALIU Red Flag,act10000032,116884916
http://www.wikidata.org/entity/Q64787054,Ice on the River,http://www.wikidata.org/entity/Q121070817,Fritz Neuberger,German Jewish textile manufacturer and art collector murdered in the Holocaust (1877–1943),Holocaust victim,,
http://www.wikidata.org/entity/Q119141588,Weekday in Paris,http://www.wikidata.org/entity/Q119141919,Georg Eduard Behrens,German Jewish banker and art collector persecuted by the Nazis (1881-1956),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q52087037,The Little Mountain Goats,http://www.wikidata.org/entity/Q131597037,Georg Hess,German Jewish shoe manufacturer and art collector murdered by Nazis (1868-1943),Holocaust victim,,
http://www.wikidata.org/entity/Q120997737,Portrait of Martha Liebermann,http://www.wikidata.org/entity/Q109263,Georg Schäfer,"German businessman, art collector and Nazi (1896-1975)",Member of NSDAP,,
http://www.wikidata.org/entity/Q126088433,Forest,http://www.wikidata.org/entity/Q109263,Georg Schäfer,"German businessman, art collector and Nazi (1896-1975)",Member of NSDAP,,
http://www.wikidata.org/entity/Q78632682,The Dormition of the Virgin; (reverse) Christ Carrying the Cross,http://www.wikidata.org/entity/Q109263,Georg Schäfer,"German businessman, art collector and Nazi (1896-1975)",Member of NSDAP,,
http://www.wikidata.org/entity/Q114201141,Christ blessing the children,http://www.wikidata.org/entity/Q109263,Georg Schäfer,"German businessman, art collector and Nazi (1896-1975)",Member of NSDAP,,
http://www.wikidata.org/entity/Q111442143,Q111442143,http://www.wikidata.org/entity/Q109263,Georg Schäfer,"German businessman, art collector and Nazi (1896-1975)",Member of NSDAP,,
http://www.wikidata.org/entity/Q21588906,The Duck Pond at Ennery,http://www.wikidata.org/entity/Q106452268,Georges Bernheim,French art dealer (1870-1958),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q3212765,The Seine at Bougival,http://www.wikidata.org/entity/Q106452268,Georges Bernheim,French art dealer (1870-1958),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q110038400,Quai de Clichy. Temps gris,http://www.wikidata.org/entity/Q106452268,Georges Bernheim,French art dealer (1870-1958),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q72753447,Portrait of Georges Clemenceau,http://www.wikidata.org/entity/Q106452268,Georges Bernheim,French art dealer (1870-1958),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q119020454,Woman sitting in an armchair,http://www.wikidata.org/entity/Q106452268,Georges Bernheim,French art dealer (1870-1958),Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q29385493,Fragment of a Floor Mosaic with a Personification of Ktisis,http://www.wikidata.org/entity/Q125476316,Georges Lotfi,Lebanese antiquities dealer,Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q62059635,Portrait of a Seated Woman,http://www.wikidata.org/entity/Q669893,Georges Mandel,"French Jewish politician, resistance fighter and art collector, murdered in the Holocaust (1885-1944)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q123469403,Q123469403,http://www.wikidata.org/entity/Q669893,Georges Mandel,"French Jewish politician, resistance fighter and art collector, murdered in the Holocaust (1885-1944)",Holocaust Aryanization or art restitution case link,,
http://www.wikidata.org/entity/Q18177484,Honfleur: Calvary,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q20190610,The Artist's Sister and Her Children,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q115971208,Une Rue à Pontoise,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q19912395,View of the Seine,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q123273739,Q123273739,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q17494924,Peasant Woman by the Fireplace,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q123272997,Q123272997,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q20182081,"The ""Piebald"" Horse",http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q3859804,"Poseuse debout, de face, étude pour Les Poseuses",http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q123469413,Q123469413,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q19883571,Butterflies,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q20189400,Interior with Paintings and a Pheasant,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q63877462,Melun vu depuis Le Mée-sur-Seine,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q64223613,Apricots and Cherries on a Plate,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q60448428,Q60448428,http://www.wikidata.org/entity/Q108128372,Georges Renand,art dealer (1879-1968),ALIU Red Flag,,
http://www.wikidata.org/entity/Q1491865,Galerie Gerd Rosen,http://www.wikidata.org/entity/Q55674646,Gerd Rosen,"German art dealer, antiquarian, gallery owner (1903-1961)",Holocaust Aryanization or art restitution case link,act10000920,116621281
http://www.wikidata.org/entity/Q18602437,New Moon above the Riesengebirge Mountains,http://www.wikidata.org/entity/Q55674646,Gerd Rosen,"German art dealer, antiquarian, gallery owner (1903-1961)",Holocaust Aryanization or art restitution case link,act10000920,116621281
http://www.wikidata.org/entity/Q112232755,Portrait of a lady,http://www.wikidata.org/entity/Q125423735,Giorgio Sangiorgi,Italian art dealer (1886–1960),ALIU Red Flag,,
http://www.wikidata.org/entity/Q47035109,Galerie Tanner,http://www.wikidata.org/entity/Q47035126,Gottfried Tanner,"Swiss art dealer, president Swiss art dealers association (1880–1958)",ALIU Red Flag,,
http://www.wikidata.org/entity/Q78749849,Weislingen Captured by Götz’s Men,http://www.wikidata.org/entity/Q47035126,Gottfried Tanner,"Swiss art dealer, president Swiss art dealers association (1880–1958)",ALIU Red Flag,,
http://www.wikidata.org/entity/Q19883694,Card Player,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q20189849,Still Life with Checked Tablecloth,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q19883916,Studio with Plaster Head,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q26221321,Busch in the Park at Arles - The garden of the poet II,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q20188732,Odalisque,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q112331692,Mandolin and Pipe,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q3632882,Les Baigneurs 1890,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q20190511,Riverbank,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q16653443,Le Canigou,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q49416955,Paysage avec moulin à eau (Landscape with Water Mill),http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q107452467,"Glass, Bouquet, Guitar, and Bottle",http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q20275826,Nude with a Pitcher,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q119680242,Seated Nude Drying Her Foot,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q60493183,Three figures under a tree,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q3622792,Harlequin Musician,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
http://www.wikidata.org/entity/Q20540932,Mandolin and Fruit Dish,http://www.wikidata.org/entity/Q17277888,Gottlieb Friedrich Reber,Swiss art dealer and art collector (1880-1959),ALIU Red Flag,,
