DATE RESTITUTION or SETTLEMENT,Title,Image,Artist,Datierung,Material,Height,Provenance,Verlustgeschichte,Status,Published Since,Contact,Person,Permalink To This Page,Literature
2022,Reading Woman (Mrs Corinth),LA13207_39900.jpg,"Corinth, Lovis;Birth 1858.07.21, Tapiau (Ost-Preußen);Death 1925.07.17, Zandvoort;Place of activity Königsberg, Berlin",1911,Oil: Canvas / painted,50.00 cm,"Emil Kaim, Breslau, 1940 confiscation, 1942 Schlesisches Museum der Bildenden Künste, Breslau, 1944 auction by the Deutsche Treuhandstelle for confiscated Jewish, Polish and other property in the Generalgouvernement, German private property;2022 amicable settlement;Read more;Read less","Breslau / Beschlagnahme, Wrocław, 1940","amicable settlement;Literature / Source;Charlotte Berend-Corinth, Lovis Corinth. Die Gemälde. Werkverzeichnis, 2. neubearbeitete Auflage, München 1992, Nr. 458;Read more;Read less",2005,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Kaim, Emil",https://www.lostart.de/en/Verlust/310436,"Charlotte Berend-Corinth, Lovis Corinth. Die Gemälde. Werkverzeichnis, 2. neubearbeitete Auflage, München 1992, Nr. 458;Read more"
,Bauernsturm,,"Kollwitz, Käthe;Birth 1867.07.08, Königsberg;Death 1945.04.22, Moritzburg;Place of activity Berlin",,Kreide,,,"Leipzig, 1939",restituted,2001,"Ellen R. Werther, Esq. Ressler & Ressler Phone +1 212 695 6446 ewerther@resslerlaw.com","Kirstein, Dr. Gustav & Clara",https://www.lostart.de/en/Verlust/237924,
,Portrait of princess Wilhelmine von Preußen,,"Tischbein, Johannes Heinrich Title Portrait of princess Wilhelmine von Preußen Additional title also small female portrait Object type Painting Group of reported objects Painting Material / Technique painted;Height 27.00 cm;Width 21.00 cm;Description;Reference: US - NARA, RG 260, A3389. Records Concerning the Central Collecting Points (""Ardelia Hall Collection""): Selected Microfilm Reproductions And Related Records, 1945-1949. Roll 66. ""Linz Film"". 14.3, Vols. 8a–11a. LF/X/25/129. Blatt 134.;Read more;Read less;Provenance;Collection Viktor von Klemperer, - 30.04.1937;Auction Walter Achenbach, Berlin 30.04.1937, not sold;RA Dr. jur. Wilhelm Mielck, Mai 1942;Staatliche GemäldeCollection Dresden, - Oktober 1943 -;Restituted in 1991.;Read more;Read less;Status;restituted;Published since 27.01.2016",,painted,27.00 cm,"Collection Viktor von Klemperer, - 30.04.1937;Auction Walter Achenbach, Berlin 30.04.1937, not sold;RA Dr. jur. Wilhelm Mielck, Mai 1942;Staatliche GemäldeCollection Dresden, - Oktober 1943 -;Restituted in 1991.;Read more;Read less",,restituted,27.01.2016,Dr. Sabine Rudolph Rechtsanwältin Phone +49 (0)351 317220 rudolph@heimann-dresden.de,"Klemperer, Dr. Victor von",https://www.lostart.de/en/Verlust/531532,
,Portrait of princess Wilhelmine von Preußen,,"Tischbein, Johannes Heinrich Title Portrait of princess Wilhelmine von Preußen Additional title also small female portrait Object type Painting Group of reported objects Painting Material / Technique painted;Height 27.00 cm;Width 21.00 cm;Description;Reference: US - NARA, RG 260, A3389. Records Concerning the Central Collecting Points (""Ardelia Hall Collection""): Selected Microfilm Reproductions And Related Records, 1945-1949. Roll 66. ""Linz Film"". 14.3, Vols. 8a–11a. LF/X/25/129. Blatt 134.;Read more;Read less;Provenance;Collection Viktor von Klemperer, - 30.04.1937;Auction Walter Achenbach, Berlin 30.04.1937, not sold;RA Dr. jur. Wilhelm Mielck, Mai 1942;Staatliche GemäldeCollection Dresden, - Oktober 1943 -;Restituted in 1991.;Read more;Read less;Status;restituted;Published since 27.01.2016",,painted,27.00 cm,"Collection Viktor von Klemperer, - 30.04.1937;Auction Walter Achenbach, Berlin 30.04.1937, not sold;RA Dr. jur. Wilhelm Mielck, Mai 1942;Staatliche GemäldeCollection Dresden, - Oktober 1943 -;Restituted in 1991.;Read more;Read less",,restituted,27.01.2016,Dr. Sabine Rudolph Rechtsanwältin Phone +49 (0)351 317220 rudolph@heimann-dresden.de,"Klemperer, Dr. Victor von",https://www.lostart.de/en/Verlust/531532,
2019,View of a Dutch town square,LA11362_38751.jpg,"Heide, Johannes van der (Jan van der Heyden);Birth 1878.11.05, Amsterdam;Place of activity München, Graßlfing (Ober-Bayern)",,,,2019 restitution to heirs;Read more;Read less,"Wien, Vienna, 1941",restituted,2004,Israelitische Kultusgemeinde Wien Abteilung für Restitutionsangelegenheiten der IKG Wien Phone +43 (1) 531 04 201 restitution@ikg-wien.at,"Kraus, Konsul Gottlieb Bohumil und Mathilde",https://www.lostart.de/en/Verlust/302077,
2016,Römischer Kinder-Sarkophag,LA439089_54820.jpg,Unknown (Römisch),,Marble,43.00 cm,"Collection Rudolf Mosse, auction, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr.132, 2015 restitution to the Mosse Foundation, 2016 repurchase by the Staatliche Museen zu Berlin - collection: Antikensammlung;Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/519166,
2016,Junge Frau,LA439026_54757.jpg,Unknown (Ägyptisch),,Wood / painted,18.00 cm,"Sammlung Rudolf Mosse, Versteigerung, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr.157, 2016 Restitution (Settlement with the University of Zurich);Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/519077,
,Scholastica,LA438997_54728.jpg,"Blechen, Karl;Birth 1798.07.29, Cottbus;Death 1840.07.23, Berlin;Place of activity Berlin",1832,Canvas / painted,246.00 cm,"Sammlung Rudolf Mosse, Versteigerung, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr.12;Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/518979,
2018,Der kleine Bacchus und die Windgötter,LA439001_54732.jpg,"Feuerbach, Anselm;Birth 1829.09.12, Speyer;Death 1880.01.04, Venedig;Place of activity Rom, Wien, Venedig",1848,Canvas / painted,120.00 cm,"Sammlung Rudolf Mosse, Versteigerung, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr.27, in 2018 restituted to the heirs, until further notice as a loan from the heirs in the Kunsthaus Heylshof in Worms;Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/518992,
,Frühlingssturm,LA439003_54734.jpg,"Hofmann, Ludwig von (1861);Birth 1861.08.17, Darmstadt;Death 1945.08.23, Pillnitz;Place of activity Dresden, Berlin, Rom, Weimar",1881/1930,Canvas / painted,138.00 cm,"Sammlung Rudolf Mosse, Versteigerung, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr.41;Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/519004,
2016,Bildnis des Appellationssrats Stenglein,LA439007_54738.jpg,"Leibl, Wilhelm Maria Hubertus;Birth 1844.10.23, Köln;Death 1900.12.04, Würzburg;Place of activity München, Paris, Graßlfing (Ober-Bayern), Unterschondorf, Berbling, Aibling, Kutterling",1871,Canvas / painted,49.50 cm,"Sammlung Rudolf Mosse, Versteigerung, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr.50, 2016 restitution;Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/519012,
2016,Der Gang nach Bethlehem,LA439018_54749.jpg,"Uhde, Fritz von;Birth 1848.05.22, Wolkenburg;Death 1911.02.25, München;Place of activity München, Dresden, Borna (Leipzig), Leipzig, Starnberg",1865/1900,Canvas / painted,88.00 cm,"Sammlung Rudolf Mosse, Versteigerung, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr.98, 2016 Restitution an die Erben;Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/519051,
2016,Bärtiger Mann,LA439025_54756.jpg,Unknown (Ägyptisch),,Wood / painted,18.00 cm,"Sammlung Rudolf Mosse, Versteigerung, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr.156, 2016 restitution (settlement with the University of Zurich);Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/519076,
2019,Die büßende Magdalena,,Unknown (Werkstatt von Peter Paul Rubens),1600/1640,Oil: Canvas / painted,115.00 cm,"Sammlung Rudolf Mosse, Versteigerung, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.No. 180c, 2019 restitution;Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/519080,
2015,Opferbecken,,Unknown (Altes Reich),,limestone,31.50 cm,"Collection Rudolf Mosse, auction, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.No. 158a, 2015 restitution;Read more;Read less",,restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/520378,
2015,Eingeweidekrug,,"Unknown (Ägyptisch, Spätzeit)",,alabaster,26.00 cm,"Collection Rudolf Mosse, auction, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.No. 159, 2015 restitution;Read more;Read less",,restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/520379,
2019,Im Wirtshaus,LA439002_54733.jpg,"Grützner, Eduard;Birth 1846.05.26, Großkarlowitz (Neiße);Death 1925.04.02, München;Place of activity München",1898,Canvas / painted,57.00 cm,"Rudolf Mosse Collection, Auction, Berlin (Rudolf Lepke's Art Auction House), 1934-5-29 Cat.No.35, October 10, 2019 restitution to the heirs;Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/518999,
2018,Self portrait,,"Stauffer-Bern, Karl;Birth 1857.09.02, Trubschachen;Death 1891.01.24, Florenz;Place of activity Berlin, Rom, Bern",1883,pencil / drawn,26.00 cm,"Collection Rudolf Mosse, auction, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr. 92, 2018 restituted to the heirs of Rudolf Mosse;Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/519156,
,Büste,LA439147_54878.jpg,Unknown (Benin),,"bronze, wood",54.00 cm,"Collection Rudolf Mosse, auction, Berlin (Rudolf Lepke's Kunst-Auktion-Haus), 1934-5-29. Kat.Nr.178.;Read more;Read less",,restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/520526,
2019,Dichter Wald im Frühling,,"Schindler, Emil Jacob;Birth 1842.04.27, Wien;Death 1892.08.09, Westerland (Sylt);Place of activity Plankenberg, Wien, Goisern",1887,Wood / painted,50.00 cm,"Rudolf Mosse Collection, Auction, Berlin (Rudolf Lepke's Art Auction House), 1934-5-29 Cat. No.87, 2019 restituted;Read more;Read less","Berlin, 1934",restituted,03.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/519042,
2023,Nile Landscape near Philã,,"Körner, Ernst;Birth 1864.11.03, Stibbe;Death 1927.07.30, Berlin",1865/1930,canvas / painted,45.00 cm,"Collection Rudolf Mosse, auction, Berlin (Auktions-Haus ""Union"") 1934-6-6, Kat. Nr. 239;April 2023 restitution to the heirs;Read more;Read less","Berlin, 1934",restituted,16.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/520627,
2023,Nile Landscape near Philã,,"Körner, Ernst;Birth 1864.11.03, Stibbe;Death 1927.07.30, Berlin",1865/1930,canvas / painted,45.00 cm,"Collection Rudolf Mosse, auction, Berlin (Auktions-Haus ""Union"") 1934-6-6, Kat. Nr. 239;April 2023 restitution to the heirs;Read more;Read less","Berlin, 1934",restituted,16.07.2014,"J. Eric Bartko (Director of Investigations) Bartko, Zankel, Bunzel & Miller (www.bzbm.com) ebartko@bzbm.com","Lachmann-Mosse, Hans",https://www.lostart.de/en/Verlust/520627,
2020,Back view of a walking man,LA415416_45399.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1887 (um),black charcoal: paper (chequered) / drawn,21.10 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, Kohl-Weigand Collection, 1982 Saarland Museum;2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;Liebermann, Zeichnen heißt weglassen, 2004/2005, Nr. 28;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417885,"Liebermann, Zeichnen heißt weglassen, 2004/2005, Nr. 28;Read more"
2014,"Interior with ironing woman / ""Plätterin""",LA422211_50626.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1884,Oil: cardboard / painted,47.50 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, private property Berlin;2014 amicable settlement, auction Villa Grisebach 2014;Read more;Read less",,"amicable settlement;Literature / Source;M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1884/9;Read more;Read less",12.03.2012,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/452434,"M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1884/9;Read more"
2020,Martha and granddaughter Maria,,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",,pencil / drawn,16.00 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, Kohl-Weigand Collection, 1982 Saarland Museum;2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;H.-J. Imiela, Sammlung Kohl-Weigand, 1970, Nr. 98;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417872,"H.-J. Imiela, Sammlung Kohl-Weigand, 1970, Nr. 98;Read more"
2021,"Fish still life, also ""Fleischerbank""",LA422210_50625.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1877,Oil: wood / painted,17.50 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1937;2021 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1877/7;Read more;Read less",12.03.2012,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/452433,"M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1877/7;Read more"
2020,Overgrown dune,LA415405_45388.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1910 (um),black charcoal: page from a skaetchbook / drawn,10.40 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, Kohl-Weigand Collection, 1982 Saarland Museum;2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;H.-J. Imiela, Sammlung Kohl-Weigand, 1970, Nr. 60;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417873,"H.-J. Imiela, Sammlung Kohl-Weigand, 1970, Nr. 60;Read more"
2020,Maria (Liebermann's granddaughter) with nanny,LA415403_45386.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1919 (um),pen in brown: paper / drawn,17.50 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, Kohl-Weigand Collection, 1982 Saarland Museum;2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;H.-J. Imiela, Sammlung Kohl-Weigand, 1970, Nr. 80;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417870,"H.-J. Imiela, Sammlung Kohl-Weigand, 1970, Nr. 80;Read more"
2023,The artist's wife and daughter writing at the table,LA415413_45396.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1902,charcoal / drawn,17.40 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, private property Berlin;January 2023 amicable settlement;Read more;Read less",,"amicable settlement;Literature / Source;Max Liebermann in seiner Zeit, 1979/80, Nr. 322;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417881,"Max Liebermann in seiner Zeit, 1979/80, Nr. 322;Read more"
,The granddaughter in the basket chair to the right,LA415424_45407.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1920,Oil: canvas / painted,51.50 cm,"Max Liebermann, Martha Liebermann Berlin, Verlust nach 1935, C. Doebbeke, Kunsth. Nicolai, Lempertz (28.10.1958), Ketterer (29./30.05.1959), Christie's London (17.10.2000), Lot 43;Read more;Read less","Berlin, 1935 (nach)","amicable settlement;Literature / Source;M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1920/30;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417896,"M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1920/30;Read more"
2021,Jesus unter den Schriftgelehrten,LA436737_52457.jpg,"Menzel, Adolph;Birth 1815.12.08, Breslau;Death 1905.02.09, Berlin;Place of activity Berlin",1852,drawn,42.00 cm,"Max Liebermann (1847-1935), from 1935 Martha Liebermann (1857-1943), Berlin - Galerie Wolfgang Gurlitt, Berlin/Münchern - Collection (?) Briegleb, Munich - Purchased in 1960 by Dr. Georg Schäfer - Since 1997 Collection-Dr.-Georg-Schäfer-Stiftung - 2021 amicable settlement of the Collection-Dr.-Georg-Schäfer-Stiftung with the Liebermann estate.;Read more;Read less","Berlin, 1935 (nach)",amicable settlement,25.07.2013,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/475956,
2020,Maria (Liebermann's granddaughter),LA415404_45387.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1919 (um),pen / drawn,14.20 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, Kohl-Weigand Collection, 1982 Saarland Museum;2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;H.-J. Imiela, Sammlung Kohl-Weigand, 1970, Nr. 81;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417871,"H.-J. Imiela, Sammlung Kohl-Weigand, 1970, Nr. 81;Read more"
2022,Portrait of the surgeon F. Sauerbruch (study),LA415427_45410.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1932,Oil: canvas / painted,75.50 cm,"Max Liebermann, Martha Liebermann, Berlin, confiscation at the Bruno Cassirer publishing house 1938, Ludorff Gallery, Düsseldorf, catalogue 58/1990, Kunstkreis Berlin GbR since 1993;June 2022 amicable settlement;Read more;Read less","Berlin, 1935 (nach)","amicable settlement;Literature / Source;M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1932/1;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417900,"M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1932/1;Read more"
2020,"Old man, leafing through drawings",LA415406_45389.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1871 (um),pencil: page from a sketchbook / drawn,22.00 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, Kohl-Weigand Collection, 1982 Saarland Museum;2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;H.-J. Imiela, Sammlung Kohl-Weigand, 1970, Nr. 1;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417874,"H.-J. Imiela, Sammlung Kohl-Weigand, 1970, Nr. 1;Read more"
2021,Ludwig Adolf Friedrich von Sayn-Wittgenstein,LA456354_71813.jpg,"Krüger, Franz;Birth 1797.09.10, Großbadegast (Anhalt-Dessau);Death 1857.01.21, Berlin;Place of activity Berlin, St. Petersburg",1836,pencil / drawn,27.50 cm,"Max Liebermann (since 1908), Martha Liebermann, Berlin (since 1935), loss 1935, [...], Swiss private collection, [...], Winterstein Collection, Munich (1958), private collection, Munich;2021 amicable settlement;Read more;Read less","Berlin, 1935 (nach)","amicable settlement;Literature / Source;Deutsche Zeichenkunst der Goethezeit. Handzeichnungen und Aquarelle aus der Sammlung Winterstein, München 1958, Nr. 44 (mit Abb.), ""preußisch korrekt berlinisch gewitzt"". Der Maler Franz Krüger 1797-1857, Ausstellungskatalog, Berlin 2007, Nr. 139, Monika Tatzkow, Verzeichnis der Sammlung Liebermann, in: Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013, S. 153, Nr. 85;Read more;Read less",31.03.2020,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/586875,"Deutsche Zeichenkunst der Goethezeit. Handzeichnungen und Aquarelle aus der Sammlung Winterstein, München 1958, Nr. 44 (mit Abb.), ""preußisch korrekt berlinisch gewitzt"". Der Maler Franz Krüger 1797-1857, Ausstellungskatalog, Berlin 2007, Nr. 139, Monika Tatzkow, Verzeichnis der Sammlung Liebermann, in: Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013, S. 153, Nr. 85;Read more"
2020,Garden terrace in Nikolskoe / Wannsee,LA415418_45401.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1917 (um),pencil: page from a sketchbook / drawn,10.00 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, Kohl-Weigand Collection, 1982 Saarland Museum;2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;Liebermann, Zeichnen heißt weglassen, 2004/2005, Nr. 82;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417887,"Liebermann, Zeichnen heißt weglassen, 2004/2005, Nr. 82;Read more"
,School trip in Laren (composition study),LA421591_50153.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1898,Oil: canvas / painted,57.00 cm,"Anna Liebermann, Berlin (?), Dr. Theodor Elkan, Berlin (at the latest 1914-1926), Annie Elkan, Berlin, Martha Liebermann, Berlin (until 1939), Galerie Viktor Rheins, Berlin (until 1943), Galerie Gutekunst & Klipstein, Bern (until about 1951), [...], Galerie Abels, Cologne (until 1955), private property, Germany;amicable settlement;Read more;Read less",,"amicable settlement;Literature / Source;M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1898/2;Read more;Read less",20.12.2011,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/450045,"M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1898/2;Read more"
2022,Woman standing to the left in three-quarter figure with arms raised pleadingly,LA415412_45395.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1905 (um),charcoal / drawn,34.40 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, coll. F. Jahn, Rosenbach Gallery (Hanover) 1978, private property Hanover;July 2022 amicable settlement;Read more;Read less",,"amicable settlement;Literature / Source;Max Liebermann in seiner Zeit, 1979/80, Nr. 341;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417880,"Max Liebermann in seiner Zeit, 1979/80, Nr. 341;Read more"
